name,latitude,longitude
EL AGUILA BAKERY 3910 FT HAMILTON PARKWAY New York NY 11218,40.6461965,-73.9841785
TAJ DONUT SHOP 89-15 165 STREET New York NY 11432,40.7154518,-73.7919103
W TIMES SQUARE 1567 BROADWAY New York NY 10036,40.7593257,-73.9855995
HARLEM BAR-B-Q 2367 8 AVENUE New York NY 10027,40.8138912,-73.9624327
MESON SEVILLA RESTAURANT 344 WEST 46 STREET New York NY 10036,40.7602619,-73.9932872
JK BAKERY 29-14 UNION STREET New York NY 11354,40.7714591,-73.8265948
FLOR DE MAYO RESTAURANT 2651 BROADWAY New York NY 10025,40.7978173,-73.9699438
CAFE MILANO 401 FOREST AVENUE New York NY 10301,40.6309505,-74.10276
THE NEW SANTIAGO RESTAURANT 3412 FULTON STREET New York NY 11208,40.684126,-73.869707
MERMAID INN 96 2 AVENUE New York NY 10003,40.7322535,-73.9874105
GIOIOSA CAFFE EXPRESSO 6814 20 AVENUE New York NY 11204,40.6195067,-73.9859414
NEW KAM SHENG RESTAURANT 454 WEST 238 STREET New York NY 10463,40.8803247,-73.9095279
CESCA 164 WEST 75 STREET New York NY 10023,40.7769059,-73.9800645
PAPA JOHN'S 2119 1 AVENUE New York NY 10029,40.7916407,-73.9447994
STARBUCKS COFFEE 599 LEXINGTON AVENUE New York NY 11221,40.6903213,-73.9271644
WIMPY'S RESTAURANT 1822 AMSTERDAM AVENUE New York NY 10031,40.828686,-73.9453752
LOS GIRASOLES RESTAURANT 115-15 LIBERTY AVENUE New York NY 11419,40.686001,-73.827256
MACUMBA CAFE 72 CANAL STREET New York NY 10304,40.6269589,-74.0778389
VILLAGE DINER 8174 LEFFERTS BOULEVARD New York NY 11415,40.7076864,-73.831142
SMITH TAVERN 440 5 AVENUE New York NY 11215,40.6681669,-73.9800645
CAFE ZAIYA 18 EAST 41 STREET New York NY 10017,40.7519846,-73.9697795
SODEXO 767 5 AVENUE New York NY 10153,40.7638697,-73.9732294
BURRITO BOX 885 9 AVENUE New York NY 10019,40.7686973,-73.9918181
LIN'S GARDEN 317 EAST 170 STREET New York NY 10456,40.8310224,-73.9095279
EL REY DE LOS TACOS 4906 43 AVENUE New York NY 11377,40.7413334,-73.9036487
KINGS COUNTY CAFETERIA 451 CLARKSON AVENUE New York NY 11203,40.656571,-73.9462238
UNCLE LOUIE G'S ITALIAN ICES & ICE CREAM 3138 AVENUE U New York NY 11229,40.602265,-73.933699
KEY BAR 432 EAST 13 STREET New York NY 10009,40.7275043,-73.9800645
PENELOPE 157159 LEXINGTON AVENUE New York NY 10016,40.7460581,-73.9799629
LEGEND COOKHOUSE 135-11 ROCKAWAY BOULEVARD New York NY 11420,40.674758,-73.802856
VITO'S PIZZERIA/MAMA LINA'S 78-37 SPRINGFIELD BOULEVARD New York NY 11364,40.75057,-73.7576268
KEKO CAFE 121 MADISON AVENUE New York NY 10016,40.7453186,-73.9844977
KING'S CHEF 13348 WHITESTONE EXPRESSWAY New York NY 11354,40.7691111,-73.8359243
OXFORD BAKE SHOP 10401 LIBERTY AVENUE New York NY 11417,40.682283,-73.836971
MANNY'S BAKERY & RESTAURANT 161-18 UNION TURNPIKE New York NY 11366,40.7209435,-73.8057896
CARVEL 75-65 31 AVENUE New York NY 11370,40.7594109,-73.8918897
SUGARCANE 238 FLATBUSH AVENUE New York NY 11217,40.680253,-73.975102
BLARNEY STONE PUB 307 WEST 47 STREET New York NY 10036,40.7602619,-73.9932872
MCDONALD'S 1607 KINGS HIGHWAY New York NY 11229,40.6093664,-73.9568634
MCDONALD'S 204-11 HILLSIDE AVENUE New York NY 11423,40.7203962,-73.7610264
STAR OF SIAM 103-18 METROPOLITAN AVENUE New York NY 11375,40.7099957,-73.8492959
STARBUCKS COFFEE 2140 BROADWAY New York NY 10023,40.7769059,-73.9800645
STARBUCKS COFFEE 725 5 AVENUE New York NY 11232,40.6560436,-74.0079781
DOMINO'S PIZZA 90-45 CORONA AVENUE New York NY 11373,40.742345,-73.874243
QUANTUM LEAP 226 THOMPSON STREET New York NY 10012,40.7292017,-73.9988513
VOSGES HAUT-CHOCOLAT 126132 SPRING STREET New York NY 10012,40.723164,-73.9991047
SOFIA 8406 3 AVENUE New York NY 11209,40.6212119,-74.0329499
CHASE EDR 270 PARK AVENUE New York NY 10017,40.7558074,-73.9753911
JERRY'S 637 DINER 637 BAY STREET New York NY 10304,40.62646,-74.075266
MR WASABI 42-32 BELL BOULEVARD New York NY 11361,40.7618714,-73.7701649
KOMBIT KREYOL 279 FLATBUSH AVENUE New York NY 11217,40.6794123,-73.9736927
STONEHOME WINE BAR 87 LAFAYETTE AVENUE New York NY 11217,40.6874188,-73.9748695
SUGAR SWEET SUNSHINE 126 RIVINGTON STREET New York NY 10002,40.719844,-73.98699
POINT VIEW DELI 255 GREENPOINT AVENUE New York NY 11222,40.730884,-73.949413
J 'S PIZZA 98 7 AVENUE New York NY 11215,40.6681669,-73.9800645
JUICE GENERATION 117 WEST 72 STREET New York NY 10023,40.7769059,-73.9800645
ALLIGATOR LOUNGE 600 METOROPOLITAN AVENUE New York NY 11211,40.7093358,-73.9565551
T & L LUNCHEONETTE 2024 CROPSEY AVENUE New York NY 11214,40.5996908,-74.0023578
INDUS VALLEY 2636 BROADWAY New York NY 10025,40.796989,-73.9697065
LA GRAN VIA BAKERY 4516 5 AVENUE New York NY 11220,40.6385229,-74.0153231
BAR 1849 GRILL 183 BLEEKER STREET New York NY 10012,40.729197,-74.0007959
SOHO CAFE AND GRILL 22-15 31 STREET New York NY 11105,40.7787902,-73.9065883
DOMINO'S PIZZA 16A WEST 8 STREET New York NY 10011,40.7464969,-74.0094471
CHAI THAI RESTAURANT 124 NORTH 6 STREET New York NY 11249,40.7119031,-73.9660683
HEARTLAND BAGELS 2311 RICHMOND AVENUE New York NY 10314,40.5914438,-74.1645865
MOTI'S 5007 16 AVENUE New York NY 11204,40.6195067,-73.9859414
SHEAS EMERALD 2960 JEROME AVENUE New York NY 10468,40.872539,-73.889281
THE PIZZA PLACE 4024 WHITE PLAINS ROAD New York NY 10466,40.889194,-73.8596758
CROTON RESERVOIR TAVERN 108110 WEST 40 STREET New York NY 10018,40.755322,-73.9932872
SKY TERRACE BAR 356 WEST 58 STREET New York NY 10019,40.7686973,-73.9918181
LA ESQUINA CRIOLLA 9467 CORONA AVENUE New York NY 11373,40.7415066,-73.8750038
WINEGASM 3186 37 STREET New York NY 11103,40.7633726,-73.9109977
CECI RESTAURANT 78 SHERMAN AVENUE New York NY 10040,40.8636451,-73.9266411
FU LONG FOOD PRODUCTS 68-28 FRESH MEADOW LANE New York NY 11365,40.7330192,-73.794493
MONA'S BAKERY & CAFE 281 KINGS HIGHWAY New York NY 11223,40.6053167,-73.9803059
MEMORIES LOUNGE 3048 FENTON AVENUE New York NY 10469,40.8698192,-73.8442761
111 RESTAURANT 0 CENTRAL TAXI HOLD New York NY 11430,40.6433507,-73.7889689
DOMINO'S PIZZA 1479 FULTON STREET New York NY 11216,40.6802002,-73.9421413
T.G.I. FRIDAYS 2 PENN PLAZA New York NY 10121,40.749712,-73.992255
CHUCK E CHEESE'S 1816 EAST GUNHILL ROAD New York NY 10469,40.8631675,-73.8332611
MAX CAFE 1262 AMSTERDAM AVENUE New York NY 10027,40.8108889,-73.9584339
BEST-BITES RESTAURANT & BAKERY 4601 CHURCH AVENUE New York NY 11203,40.651817,-73.934157
LA PLAYA RESTAURANT 8716 ROCKAWAY BEACH BOULEVARD New York NY 11693,40.587608,-73.812828
WOLFGANG'S STEAK HOUSE 4 PARK AVENUE New York NY 10016,40.7467444,-73.9820939
MCDONALD'S 256-03 UNION TURNPIKE New York NY 11004,40.7453924,-73.7151652
SWISS INTERNATIONAL AIRLINES LOUNGE 4 JFK INTERNATIONAL AIRPORT New York NY 11430,40.6413111,-73.7781391
BALUCHI'S 275 GREENWICH STREET New York NY 10007,40.7151804,-74.0109917
BLAGGARD'S PUB 8 WEST 38 STREET New York NY 10018,40.755322,-73.9932872
"SUBWAY, CARVEL ICE CREAM 31-08 30 AVENUE New York NY 11102",40.7732937,-73.9286341
GOOD COMPANY TAVERN 253-32 NORTHERN BOULEVARD New York NY 11362,40.771261,-73.734471
CONDE NAST 4 TIMES SQUARE New York NY 10036,40.755833,-73.985833
MCDONALD'S 972 6 AVENUE New York NY 10018,40.755322,-73.9932872
BAI SUSHI 3703 BROADWAY New York NY 11103,40.7562983,-73.9132432
L'ITALIANO TRATTORIA 216-01 HORACE HARDING EXPRESSWAY New York NY 11364,40.748094,-73.761355
MARCHINIS HOMESTYLE PIZZERIA 54-30 48 STREET New York NY 11378,40.7224092,-73.9095279
SUNSET RIDGE DELI 5802 5 AVENUE New York NY 11220,40.6385229,-74.0153231
TELEON CAFE 162 WEST 56 STREET New York NY 10019,40.7686973,-73.9918181
LITTLE TONINO'S PIZZA & CAFE 424 GREENWOOD AVE New York NY 11218,40.6507397,-73.977021
72ND STREET BAGEL 130 WEST 72 STREET New York NY 10023,40.7769059,-73.9800645
ISAACS COFFEE SHOP 3001 AVENUE K New York NY 11210,40.624629,-73.9462889
BANK OF NOVA SCOTIA 165 BROADWAY New York NY 10006,40.7095523,-74.0109418
JONES REAVIS & PAGUE LLP 222 EAST 41 STREET New York NY 10017,40.7519846,-73.9697795
Toast 2737 BROADWAY New York NY 10025,40.8004902,-73.9683376
KUNJIP RESTAURANT 9 WEST 32 STREET New York NY 10001,40.7536854,-73.9991637
FALUCKA 162 BLEECKER STREET New York NY 10012,40.7285176,-74.0002545
PANINI EXPRESS(GATE 8)/MARTINI BAR 0 TERMINAL ONE/JFK AIRPORT New York NY 11430,40.6413111,-73.7781391
STARBUCKS COFFEE 2 BROADWAY New York NY 10004,40.7038704,-74.0138541
JAMESONS PUB 421 BEACH 129 STREET New York NY 11694,40.577788,-73.8490361
CAFE CLASSICO 35 WEST 57 STREET New York NY 10019,40.7686973,-73.9918181
FORT WASHINGTON BAKERY AND DELI 808 WEST 181 STREET New York NY 10033,40.8508873,-73.9387032
KAM TUNG RESTAURANT 261 BEACH 116 STREET New York NY 11694,40.5722132,-73.8624893
JOY CURRY & TANDOOR 148 EAST 46 STREET New York NY 10017,40.7519846,-73.9697795
MCDONALD'S 357 HAMILTON AVENUE New York NY 11231,40.6735308,-73.9991524
TIME CONFERENCE CENTER 1271 6 AVENUE New York NY 10020,40.7605505,-73.9822683
GALANGA THAI RESTAURANT 149 WEST 4 STREET New York NY 10012,40.7250632,-73.9976946
LUCKY 13 SALOON 273 13 STREET New York NY 11215,40.6681669,-73.9800645
LINKS CLUB 36 EAST 62 STREET New York NY 10065,40.7645239,-73.9624327
POPEYES CHICKEN & BISCUITS 104-13 LEFFERTS BOULEVARD New York NY 11419,40.6839159,-73.823009
"DUNKIN' DONUTS, BASKIN ROBBINS 43 JAMAICA AVENUE New York NY 11207",40.678054,-73.8982259
YAO WAH KITCHEN 7312 BELL BOULEVARD New York NY 11364,40.7406367,-73.7582794
DUNKIN' DONUTS 4202 NORTHERN BOULEVARD New York NY 11101,40.7524142,-73.921582
PATSY'S PIZZERIA RESTAURANT 204-206 EAST 60 STREET New York NY 10022,40.7593941,-73.9697795
LONG ISLAND UNIVERSITY - LUNTEY COMMONS 1 UNIVERSITY PLAZA New York NY 11201,40.6905175,-73.9808893
DUNKIN' DONUTS 1854 HYLAN BOULEVARD New York NY 10305,40.58379,-74.094716
GUADALAJARA DE NOCHE 8509 ROOSEVELT AVENUE New York NY 11372,40.747988,-73.8807438
SAMPLE 152 SMITH STREET New York NY 11201,40.6865968,-73.990866
NEW CHINA KITCHEN 8928 163 STREET New York NY 11432,40.7154518,-73.7919103
UNO CAFE & BILLIARDS 7801 ROOSEVELT AVENUE New York NY 11372,40.747508,-73.88739
NY HOT JUMBO BAGELS 1070 2 AVENUE New York NY 10022,40.7593941,-73.9697795
ROOMALI 97 LEXINGTON AVENUE New York NY 11238,40.6868413,-73.958294
DUNKIN' DONUTS 172 WEST SERVICE ROAD New York NY 10314,40.5593662,-74.2031451
K & H DELI 328 NASSAU AVENUE New York NY 11222,40.7261529,-73.936825
KUMBALA BAR 70-04 ROOSEVELT AVENUE New York NY 11372,40.746219,-73.895174
"DUNKIN' DONUTS, BASKIN ROBBINS 1993 ATLANTIC AVENUE New York NY 11233",40.6770127,-73.9161079
DOLCINO TRATTORIA TOSCANA 517 2 AVENUE New York NY 10016,40.74727,-73.9800645
APPLEBEE'S NEIGHBORHOOD GRILL & BAR 2505 EMMONS AVENUE New York NY 11235,40.5839513,-73.9432808
ELMO 156 7 AVENUE New York NY 10011,40.7464969,-74.0094471
STARBUCKS COFFEE 7419 3 AVENUE New York NY 11209,40.6212119,-74.0329499
FANCY FOOD DELI 55-14 37 AVENUE New York NY 11377,40.7413334,-73.9036487
PAX WHOLESOME FOODS 225 WEST 42 STREET New York NY 10036,40.7602619,-73.9932872
NEW BO KY RESTAURANT 80 BAYARD STREET New York NY 10013,40.7158191,-73.998629
ELSA LA REYNA DEL CHICHARRON 1249 ST NICHOLAS AVENUE New York NY 10032,40.8438161,-73.937983
PEOPLE 163 ALLEN STREET New York NY 10002,40.721203,-73.989788
CHINA ONE 2211 WESTCHESTER AVENUE New York NY 10462,40.834574,-73.851487
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 1936 RALPH AVENUE New York NY 11236,40.6293915,-73.9183321
D'ANGELO'S PIZZERIA AND RESTAURANT 6327 108 STREET New York NY 11375,40.7209975,-73.8477874
NEW NO 1 CHINESE RESTAURANT 1007 CLARKSON AVENUE New York NY 11212,40.658507,-73.924643
TONG'S CAFE 41-51 MAIN STREET New York NY 11355,40.748878,-73.8258878
PAPA JOHN'S 16202 UNION TURNPIKE New York NY 11366,40.720914,-73.805289
FRESH TORTILLAS & JAPANESE RESTAURANT 2123 WILLIAMSBRIDGE ROAD New York NY 10461,40.8559339,-73.8558191
"DUNKIN' DONUTS, BASKIN ROBBINS 66-67 FRESH POND ROAD New York NY 11385",40.7069691,-73.896913
SHALIMAR DINER 63-68 AUSTIN STREET New York NY 11374,40.7273517,-73.8640607
BROTHERS PIZZA II 95 PAGE AVENUE New York NY 10309,40.5219301,-74.2345834
SQUARE DINER 33 LEONARD STREET New York NY 10013,40.718485,-74.007253
EUROPAN CAFE 2503 BROADWAY New York NY 10025,40.7930483,-73.9734521
JOJO'S PIZZA 9502 CHURCH AVENUE New York NY 11212,40.655008,-73.916014
CANARD INC 503 WEST 43 STREET New York NY 10036,40.7602619,-73.9932872
BAMBOO EXPRESS RESTAURANT & BAKERY 772 FLATBUSH AVENUE New York NY 11226,40.653935,-73.959925
CHEESY PIZZA 2640 BROADWAY New York NY 10025,40.7971965,-73.9695482
ETHOS GREEK CUISINE 495 3 AVENUE New York NY 10016,40.74727,-73.9800645
CHURRASCARIA 221223 WEST BROADWAY New York NY 10013,40.7196715,-74.0059488
PAX WHOLESOME FOODS 520 8 AVENUE New York NY 10018,40.755322,-73.9932872
UBS 1285 6 AVENUE New York NY 10019,40.7686973,-73.9918181
ALEO 7 WEST 20 STREET New York NY 10011,40.7464969,-74.0094471
AMC THEATRES BAY PLAZA 2210 BARTOW AVENUE New York NY 10475,40.8689317,-73.8233772
NOLBU RESTAURANT 164-25 NORTHERN BOULEVARD New York NY 11358,40.7605922,-73.8013625
SAN LOCO 111 STANTON STREET New York NY 10002,40.7210093,-73.9874729
TAI THAI 206 BEDFORD AVENUE New York NY 11249,40.7171418,-73.9587506
BUKHARI RESTAURANT 1095 CONEY ISLAND AVE New York NY 11230,40.6309077,-73.9660287
TIME WARNER EMPLOYEE CAFETERIA 41-61 KISSENA BOULEVARD New York NY 11355,40.757772,-73.826935
RUTH'S CHRIS STEAK HOUSE 148 WEST 51 STREET New York NY 10019,40.7686973,-73.9918181
THE LIBERTY CAFE (S.I. NEWHOUSE) 12 WHITEHALL FERRY TERMINAL New York NY 10004,40.7038704,-74.0138541
RAMONITA'S RESTAURANT 110 MOORE STREET New York NY 11206,40.7036157,-73.9410809
NATIONAL BAKERY 1522A WESTCHESTER AVENUE New York NY 10472,40.8286142,-73.8787864
LANDMARC 179 WEST BROADWAY New York NY 10013,40.717897,-74.007054
TU SONRISA 132 AUDUBON AVENUE New York NY 10032,40.8429045,-73.9369043
KRISS WEST INDIAN RESTAURANT 112-04 FARMERS BOULEVARD New York NY 11412,40.700457,-73.764453
MUG-Z'S SPORTS BAR 2476 ARTHUR AVENUE New York NY 10458,40.8572014,-73.8858529
TOMMY'S TAVERN 1041 MANHATTAN AVENUE New York NY 11222,40.7342867,-73.9552098
BLUE JAVA COFFEE BAR - BUTLER LIBRARY 535 WEST 114 STREET New York NY 10027,40.8138912,-73.9624327
EXCELLENT DUMPLING HOUSE 111 LAFAYETTE STREET New York NY 10013,40.7181187,-74.0005327
ALOYSIA'S LOUNGE 7095 AMBOY ROAD New York NY 10307,40.514565,-74.235954
THE USUAL RESTAURANT 637 VANDERBILT AVENUE New York NY 11238,40.6779539,-73.968432
KAHLUA'S CAFE & RESTAURANT 2117 3 AVENUE New York NY 10029,40.7916407,-73.9447994
IN VINO 215 EAST 4 STREET New York NY 10009,40.7275043,-73.9800645
CAFE ESPANOL 78 CARMINE STREET New York NY 10014,40.7294869,-74.0046663
PANINI EXPRESS GATE 2 0 TERMINAL 1 JFK AIRPORT New York NY 11430,40.6413111,-73.7781391
HOTEL CARLYLE 35 EAST 76 STREET New York NY 10021,40.7700703,-73.9580246
JERUSALEM II PIZZA 1312 AVENUE J New York NY 11230,40.6249913,-73.9628196
DOMINIE'S HOEK 48-17 VERNON BOULEVARD New York NY 11101,40.7435389,-73.9535614
KNAPP PIZZA III 427 KINGS HIGHWAY New York NY 11223,40.604633,-73.974098
LASSO 192 MOTT STREET New York NY 10012,40.720966,-73.995442
CHIPOTLE MEXICAN GRILL 150 EAST 52 STREET New York NY 10022,40.7593941,-73.9697795
TULCINGO DELI 111 40-10 JUNCTION BOULEVARD New York NY 11368,40.74885,-73.8692364
DOMINO'S PIZZA 227 WEST 40 STREET New York NY 10018,40.755322,-73.9932872
THERAPY 348 WEST 52 STREET New York NY 10019,40.635737,-73.99831
GUY & GALLARD 1001 6 AVENUE New York NY 10018,40.755322,-73.9932872
CAFE 28 245 5 AVENUE New York NY 10016,40.74727,-73.9800645
CARIDAD 588 AMSTERDAM AVENUE New York NY 10024,40.789457,-73.97411
DUNKIN' DONUTS 4000 HYLAN BOULEVARD New York NY 10308,40.541928,-74.145935
MINCA 536 EAST 5 STREET New York NY 11218,40.6483744,-73.9800645
L'AMOUR 10211 QUEENS BOULEVARD New York NY 11375,40.7226129,-73.8478803
NEGRIL 70 WEST 3 STREET New York NY 10012,40.7250632,-73.9976946
CRISPO 240 WEST 14 STREET New York NY 10011,40.7464969,-74.0094471
NB. NATIONAL BAKERY 1193 WALTON AVENUE New York NY 10452,40.8348917,-73.9197389
NEW KEILLY KITCHEN 132-11B 14 AVENUE New York NY 11356,40.7901266,-73.8477874
UPTOWN 1576 3 AVENUE New York NY 10128,40.7806007,-73.9530791
BARBES 1921 EAST 36 STREET New York NY 10016,40.7541421,-73.9936774
COLOMBUS 72 100 WEST 72 STREET New York NY 10023,40.7194954,-74.0416724
YAKITORI SUN-CHAN 2707 BROADWAY New York NY 10025,40.7995038,-73.968717
CUCINA AND CO. 600 5 AVENUE New York NY 10020,40.7605505,-73.9822683
BLIMPIE 1928 3 AVENUE New York NY 10029,40.7916407,-73.9447994
MANGIA 22 WEST 23 STREET New York NY 10010,40.7388319,-73.9815337
JOHN'S DELI & GROCERY 6801 5 AVENUE New York NY 11220,40.6385229,-74.0153231
THE CITY BAKERY 3 WEST 18 STREET New York NY 10011,40.6998467,-74.0405694
YUMMY HOUSE 14420 45 AVENUE New York NY 11355,40.7493096,-73.8213213
TAL BAGELS 1228 LEXINGTON AVENUE New York NY 10028,40.7777403,-73.957074
EASTCHESTER CAFE 1695 EASTCHESTER ROAD New York NY 10461,40.8463731,-73.8453567
STAR ON 18TH DINER CAFE 128 10 AVENUE New York NY 10011,40.7464969,-74.0094471
JUDEAN HILLS PIZZA 5677 RIVERDALE AVENUE New York NY 10471,40.9063966,-73.9042434
CITY CENTER 130 WEST 56 STREET New York NY 10019,40.7137577,-74.0136829
BAGELS ON THE LANE 166 NEW DORP LANE New York NY 10306,40.5733677,-74.1150995
JOE & JOHN TOTO'S RESTAURANT 809 FATHER CAPODANNO BOULEVARD New York NY 10305,40.5760567,-74.0826839
STARBUCKS COFFEE 145 3 AVENUE New York NY 10003,40.7322535,-73.9874105
SUSHI ZEN 108 WEST 44 STREET New York NY 10036,40.7602619,-73.9932872
EUROPA CAFE 1412 BROADWAY New York NY 10018,40.7536411,-73.9866522
SLAINTE 304 BOWERY New York NY 10012,40.724811,-73.992832
DUNKIN' DONUTS 1583 WESTCHESTER AVENUE New York NY 10472,40.8291136,-73.8759715
SUBWAY 314 WEST 58 STREET New York NY 10019,40.7686973,-73.9918181
CHINESE MIRCH 120 LEXINGTON AVENUE New York NY 10016,40.742842,-73.982628
TABOON 777 10 AVENUE New York NY 10019,40.7686973,-73.9918181
NEW YORK MUFFINS 198 BEDFORD AVENUE New York NY 11249,40.7173302,-73.9583105
ERA CAFE AND LOUNGE 36-11 30 AVENUE New York NY 11103,40.7633726,-73.9109977
O-MAI 158 9 AVENUE New York NY 10011,40.7443077,-74.0025903
THE KATI ROLL COMPANY 99 MAC DOUGAL STREET New York NY 10012,40.7250632,-73.9976946
TAVERNA KYCLADES 3307 DITMARS BOULEVARD New York NY 11105,40.7787902,-73.9065883
PLAN DE AYALA DELI-GROCERY 259-261 KINGS HIGHWAY New York NY 11223,40.605505,-73.980986
EL CASTILLO DE JAGUA #2 521 GRAND STREET New York NY 10002,40.7143046,-73.9818503
LANDY PIZZERIA RESTAURANT 9050 FT HAMILTON PARKWAY New York NY 11209,40.6242604,-74.0190469
THE FOUR FACED LIAR 165 WEST 4 STREET New York NY 10014,40.7366138,-74.0094471
RECUERDOS MEXICANOS 232 PORT RICHMOND AVE New York NY 10302,40.635703,-74.135423
PEGGY O'NEILL'S 1904 SURF AVENUE New York NY 11224,40.575068,-73.984594
SUBWAY 250 EAST HOUSTON STREET New York NY 10002,40.7221462,-73.9851978
JET ROCK BAR & GRILL LAGUARDIA AIRPORT New York NY 11369,40.7659246,-73.8683697
CORTE CAFE 2 LAFAYETTE STREET New York NY 10007,40.7141052,-74.0038668
CARMINE'S PIZZA 358 GRAHAM AVENUE New York NY 11211,40.7149741,-73.9442312
PRATT INSTITUTE NORTH 200 WILLOUGHBY AVENUE New York NY 11205,40.6911295,-73.9630917
CELTIC GASTHAUS 64-04 MYRTLE AVENUE New York NY 11385,40.700749,-73.892216
SANUR RESTAURANT 18 DOYERS STREET New York NY 10013,40.7145966,-73.9979815
MCDONALD'S 430 86 STREET New York NY 11209,40.6212119,-74.0329499
SUBWAY 253-10 HILLSIDE AVENUE New York NY 11426,40.735801,-73.713988
GABBY'S COFFEE SHOP 101 DITMAS AVENUE New York NY 11218,40.6355629,-73.977987
GALLERIES LOUNGE BRITISH AIRWAYS BLDG #59 JFK AIRPORT PLC New York NY 11430,40.6433507,-73.7889689
SUBWAY 60-25 ROOSEVELT AVENUE New York NY 11377,40.7448391,-73.9106254
CITIGROUP CONFERENCE DINING 388 GREENWICH STREET New York NY 10013,40.7206627,-74.0113978
MIDTOWN RESTAURANT 155 EAST 55 STREET New York NY 10022,40.7593941,-73.9697795
SATGURU SWEETS & CATERING 13408 ROCKAWAY BOULEVARD New York NY 11420,40.674335,-73.8041439
ANYWAY CAFE 111 ORIENTAL BOULEVARD New York NY 11235,40.5772117,-73.9524715
LIBERO CAFE 616 EAST 183 STREET New York NY 10458,40.8621792,-73.88601
CAFE METRO 14 EAST 42 STREET New York NY 10017,40.7519846,-73.9697795
NEW GREAT WALL 87-12 ASTORIA BOULEVARD New York NY 11369,40.7642548,-73.88214
UNION SQUARE THEATER 100 EAST 17 STREET New York NY 10003,40.7362911,-73.9887456
DOMINO'S PIZZA 3902 RICHMOND AVENUE New York NY 10312,40.5427613,-74.1640548
RIVERVIEW RESTAURANT & LOUNGE 1-Feb 50 AVENUE New York NY 11101,40.7443091,-73.9418603
EUROPAN CAFE 672 8 AVENUE New York NY 10036,40.7602619,-73.9932872
JEREMY'S ALE HOUSE 228 FRONT STREET New York NY 11201,40.7022868,-73.9832826
CAFE COLOMBIA 4627 GREENPOINT AVENUE New York NY 11104,40.742654,-73.918094
BAGATELLE 1 LITTLE WEST 12 STREET New York NY 10014,40.7366138,-74.0094471
ANDY'S RESTAURAUNT 2262 3 AVENUE New York NY 10035,40.794065,-73.9271644
KIMGANAE RESTAURANT 3912 UNION STREET New York NY 11354,40.7608581,-73.8267735
BIG EASY CAJUN 9015 QUEENS BOULEVARD New York NY 11373,40.7342757,-73.8706606
ENRICO'S PASTRY SHOP & CAFFE 1057 MORRIS PARK AVE New York NY 10461,40.849167,-73.854471
ELSOL MIGUELENO RESTAURANT 5603 5 AVENUE New York NY 11220,40.6385229,-74.0153231
MERCHANTS NY 112 7 AVENUE New York NY 10011,40.7091605,-73.7982568
TRUMP CAFE & GRILL 725 5 AVENUE New York NY 10022,40.7593941,-73.9697795
JACQUES 20 PRINCE STREET New York NY 10012,40.722619,-73.994547
KEY CLUB 4139 BOSTON POST ROAD New York NY 10466,40.8985485,-73.8984197
LA MORENA FOOD 1151 TIFFANY AVENUE New York NY 10459,40.8275743,-73.8950685
NUCCI'S SOUTH 4842 ARTHUR KILL ROAD New York NY 10309,40.524152,-74.238775
LITTLE APPLE 537 WEST 207 STREET New York NY 10034,40.7504719,-73.7719697
THE SHOREHAM HOTEL 33 WEST 55 STREET New York NY 10019,40.7686973,-73.9918181
MCDONALD'S 244-10 MERRICK BOULEVARD New York NY 11422,40.6738969,-73.729096
GAETANA'S CUCINA ITALIANA 143 CHRISTOPHER STREET New York NY 10014,40.7329613,-74.0077958
IL COLOSSEO 7704 18 AVENUE New York NY 11214,40.6042332,-74.0025999
SORRENTO 7716 18 AVENUE New York NY 11214,40.6042332,-74.0025999
THE GASLIGHT BAR 4317 QUEENS BOULEVARD New York NY 11104,40.7437901,-73.9207004
STARBUCKS COFFEE 295 MADISON AVENUE New York NY 10017,40.7519846,-73.9697795
VILLAGE UNDERGROUND 130 WEST 3 STREET New York NY 10012,40.7250632,-73.9976946
APPLEBEE'S NEIGHBORHOOD GRILL & BAR 395 FLATBUSH AVENUE EXTENSION New York NY 11201,40.6895078,-73.9808063
GEN RESTAURANT 659 WASHINGTON AVENUE New York NY 11238,40.677599,-73.9634899
FOOD WORLD 20 EAST 46 STREET New York NY 10017,40.7519846,-73.9697795
MARIO'S PIZZA 1381 65 STREET New York NY 11219,40.6310753,-73.9976946
DUNKIN' DONUTS/BASKIN ROBBINS 269 8 AVENUE New York NY 10011,40.7464969,-74.0094471
HALE & HEARTY SOUPS 466 LEXINGTON AVENUE New York NY 10017,40.7536037,-73.9747966
PODUNK 231 EAST 5 STREET New York NY 10003,40.7322535,-73.9874105
BURNING WATERS CANTINA 116 MACDOUGAL STREET New York NY 10012,40.729675,-74.000443
OLD CARRIAGE INN 312 7 AVENUE New York NY 11215,40.6681669,-73.9800645
YEMEN CUISINE 145 COURT STREET New York NY 11201,40.6892272,-73.9922551
ROMANTICOS 7607 ROOSEVELT AVENUE New York NY 11372,40.7471083,-73.8891834
MCDONALD'S 5201 BROADWAY New York NY 10463,40.8748245,-73.9101472
FORTY CARROTS 504 BROADWAY New York NY 10012,40.7221438,-73.9992659
ICI 246 DEKALB AVENUE New York NY 11205,40.6892884,-73.9693203
BUCKLEY'S BAR & RESTAURAN 2926 AVENUE S New York NY 11229,40.6050513,-73.9428044
